Timestamp,Hostname,MacBook_Model,Citrix_Version,Last_Sleep_Time,WiFi_Status,SSID,Wireless_Signal,Wireless_Channel,Local_IP,Egress_IP,VPN_Tunnel_IP,DNS_Server,DNS_Latency_ms,VPN_Connected,VPN_Name,VPN_Latency_ms,Memory_Free_MB,CPU_Usage_Percent,Latency_Google_ms,Latency_US_East_Coast_ms,Latency_US_West_Coast_ms,Download_Mbps,Upload_Mbps
2025-10-23 19:11:14,Duanes-MacBook-Pro,MacBook Pro M2 Pro,25.03.10,2025-10-23 19:02:01,Connected,suduhaas,-62,36,192.168.1.217,172.93.132.121,10.5.0.2,100.64.0.2,19.387,Yes,NordVPN NordLynx,21.480,4169.82,21.53,51.434,129.328,22.440,15.19,9.13
