Timestamp,Hostname,MacBook_Model,Citrix_Version,Last_Sleep_Time,Last_Lid_Close_Time,WiFi_Status,SSID,Wireless_Signal,Wireless_Channel,Local_IP,Egress_IP,VPN_Tunnel_IP,DNS_Server,DNS_Latency_ms,VPN_Connected,VPN_Name,VPN_Latency_ms,Memory_Free_MB,CPU_Usage_Percent,Latency_Google_ms,Latency_US_East_Coast_ms,Latency_US_West_Coast_ms,Download_Mbps,Upload_Mbps
2025-10-23 20:35:28,Duanes-MacBook-Pro,MacBook Pro M2 Pro,25.03.10,2025-10-23 20:14:42,2025-10-23 19:19:41,Connected,suduhaas,-65,36,192.168.1.217,172.93.207.36,10.5.0.2,100.64.0.2,17.579,Yes,NordVPN NordLynx,15.190,4833.12,12.5,214.784,188.042,147.536,6.42,3.97
